"month","animal","state","count"
2009 Sep,"Cows and heifers","Queensland",103800
2009 Oct,"Cows and heifers","Queensland",100700
2009 Nov,"Cows and heifers","Queensland",91600
2009 Dec,"Cows and heifers","Queensland",71800
2010 Jan,"Cows and heifers","Queensland",57500
2010 Feb,"Cows and heifers","Queensland",88700
2010 Mar,"Cows and heifers","Queensland",122000
2010 Apr,"Cows and heifers","Queensland",133600
2010 May,"Cows and heifers","Queensland",152500
2010 Jun,"Cows and heifers","Queensland",146100
2010 Jul,"Cows and heifers","Queensland",143900
2010 Aug,"Cows and heifers","Queensland",126900
2010 Sep,"Cows and heifers","Queensland",102900
2010 Oct,"Cows and heifers","Queensland",104700
2010 Nov,"Cows and heifers","Queensland",118100
2010 Dec,"Cows and heifers","Queensland",87200
2011 Jan,"Cows and heifers","Queensland",51800
2011 Feb,"Cows and heifers","Queensland",131100
2011 Mar,"Cows and heifers","Queensland",121300
2011 Apr,"Cows and heifers","Queensland",108200
2011 May,"Cows and heifers","Queensland",131400
2011 Jun,"Cows and heifers","Queensland",125800
2011 Jul,"Cows and heifers","Queensland",108300
2011 Aug,"Cows and heifers","Queensland",113100
2011 Sep,"Cows and heifers","Queensland",95400
2011 Oct,"Cows and heifers","Queensland",89300
2011 Nov,"Cows and heifers","Queensland",109800
2011 Dec,"Cows and heifers","Queensland",80700
2012 Jan,"Cows and heifers","Queensland",69000
2012 Feb,"Cows and heifers","Queensland",109700
2012 Mar,"Cows and heifers","Queensland",115700
2012 Apr,"Cows and heifers","Queensland",105700
2012 May,"Cows and heifers","Queensland",128200
2012 Jun,"Cows and heifers","Queensland",119900
2012 Jul,"Cows and heifers","Queensland",112300
2012 Aug,"Cows and heifers","Queensland",117400
2012 Sep,"Cows and heifers","Queensland",99700
2012 Oct,"Cows and heifers","Queensland",105100
2012 Nov,"Cows and heifers","Queensland",117600
2012 Dec,"Cows and heifers","Queensland",84500
2013 Jan,"Cows and heifers","Queensland",78500
2013 Feb,"Cows and heifers","Queensland",121300
2013 Mar,"Cows and heifers","Queensland",128700
2013 Apr,"Cows and heifers","Queensland",146800
2013 May,"Cows and heifers","Queensland",174800
2013 Jun,"Cows and heifers","Queensland",148400
2013 Jul,"Cows and heifers","Queensland",164400
2013 Aug,"Cows and heifers","Queensland",147900
2013 Sep,"Cows and heifers","Queensland",132600
2013 Oct,"Cows and heifers","Queensland",132900
2013 Nov,"Cows and heifers","Queensland",133000
2013 Dec,"Cows and heifers","Queensland",96700
2014 Jan,"Cows and heifers","Queensland",103300
2014 Feb,"Cows and heifers","Queensland",163000
2014 Mar,"Cows and heifers","Queensland",176300
2014 Apr,"Cows and heifers","Queensland",156200
2014 May,"Cows and heifers","Queensland",190000
2014 Jun,"Cows and heifers","Queensland",176200
2014 Jul,"Cows and heifers","Queensland",196200
2014 Aug,"Cows and heifers","Queensland",182900
2014 Sep,"Cows and heifers","Queensland",185800
2014 Oct,"Cows and heifers","Queensland",159600
2014 Nov,"Cows and heifers","Queensland",157400
2014 Dec,"Cows and heifers","Queensland",117500
2015 Jan,"Cows and heifers","Queensland",123500
2015 Feb,"Cows and heifers","Queensland",158700
2015 Mar,"Cows and heifers","Queensland",178400
2015 Apr,"Cows and heifers","Queensland",179100
2015 May,"Cows and heifers","Queensland",200200
2015 Jun,"Cows and heifers","Queensland",196800
2015 Jul,"Cows and heifers","Queensland",203600
2015 Aug,"Cows and heifers","Queensland",178400
2015 Sep,"Cows and heifers","Queensland",161300
2015 Oct,"Cows and heifers","Queensland",115400
2015 Nov,"Cows and heifers","Queensland",116300
2015 Dec,"Cows and heifers","Queensland",69100
2016 Jan,"Cows and heifers","Queensland",66600
2016 Feb,"Cows and heifers","Queensland",97900
2016 Mar,"Cows and heifers","Queensland",111900
2016 Apr,"Cows and heifers","Queensland",126500
2016 May,"Cows and heifers","Queensland",154400
2016 Jun,"Cows and heifers","Queensland",130900
2016 Jul,"Cows and heifers","Queensland",119300
2016 Aug,"Cows and heifers","Queensland",137600
2016 Sep,"Cows and heifers","Queensland",122500
2016 Oct,"Cows and heifers","Queensland",115300
2016 Nov,"Cows and heifers","Queensland",116800
2016 Dec,"Cows and heifers","Queensland",79600
2017 Jan,"Cows and heifers","Queensland",57100
2017 Feb,"Cows and heifers","Queensland",110400
2017 Mar,"Cows and heifers","Queensland",131600
2017 Apr,"Cows and heifers","Queensland",103400
2017 May,"Cows and heifers","Queensland",123600
2017 Jun,"Cows and heifers","Queensland",142500
2017 Jul,"Cows and heifers","Queensland",130900
2017 Aug,"Cows and heifers","Queensland",137600
2017 Sep,"Cows and heifers","Queensland",126500
2017 Oct,"Cows and heifers","Queensland",102000
2017 Nov,"Cows and heifers","Queensland",109700
2017 Dec,"Cows and heifers","Queensland",85200
2018 Jan,"Cows and heifers","Queensland",87900
2018 Feb,"Cows and heifers","Queensland",118300
2018 Mar,"Cows and heifers","Queensland",124600
2018 Apr,"Cows and heifers","Queensland",141900
2018 May,"Cows and heifers","Queensland",182700
2018 Jun,"Cows and heifers","Queensland",177200
2018 Jul,"Cows and heifers","Queensland",174200
2018 Aug,"Cows and heifers","Queensland",159500
2018 Sep,"Cows and heifers","Queensland",136800
2018 Oct,"Cows and heifers","Queensland",130600
2018 Nov,"Cows and heifers","Queensland",128600
2018 Dec,"Cows and heifers","Queensland",86300
1976 Jul,"Cows and heifers","South Australia",24100
1976 Aug,"Cows and heifers","South Australia",24500
1976 Sep,"Cows and heifers","South Australia",24300
1976 Oct,"Cows and heifers","South Australia",22500
1976 Nov,"Cows and heifers","South Australia",28200
1976 Dec,"Cows and heifers","South Australia",21000
1977 Jan,"Cows and heifers","South Australia",22600
1977 Feb,"Cows and heifers","South Australia",27800
1977 Mar,"Cows and heifers","South Australia",28600
1977 Apr,"Cows and heifers","South Australia",29300
1977 May,"Cows and heifers","South Australia",29100
1977 Jun,"Cows and heifers","South Australia",29300
1977 Jul,"Cows and heifers","South Australia",31400
1977 Aug,"Cows and heifers","South Australia",28600
1977 Sep,"Cows and heifers","South Australia",28100
1977 Oct,"Cows and heifers","South Australia",34900
1977 Nov,"Cows and heifers","South Australia",34500
1977 Dec,"Cows and heifers","South Australia",30400
1978 Jan,"Cows and heifers","South Australia",31600
1978 Feb,"Cows and heifers","South Australia",35200
1978 Mar,"Cows and heifers","South Australia",32700
1978 Apr,"Cows and heifers","South Australia",21700
1978 May,"Cows and heifers","South Australia",27300
1978 Jun,"Cows and heifers","South Australia",28100
1978 Jul,"Cows and heifers","South Australia",22300
1978 Aug,"Cows and heifers","South Australia",23800
1978 Sep,"Cows and heifers","South Australia",23200
1978 Oct,"Cows and heifers","South Australia",28300
1978 Nov,"Cows and heifers","South Australia",25800
1978 Dec,"Cows and heifers","South Australia",25100
1979 Jan,"Cows and heifers","South Australia",27400
1979 Feb,"Cows and heifers","South Australia",29700
1979 Mar,"Cows and heifers","South Australia",31300
1979 Apr,"Cows and heifers","South Australia",21500
1979 May,"Cows and heifers","South Australia",16700
1979 Jun,"Cows and heifers","South Australia",13800
1979 Jul,"Cows and heifers","South Australia",15400
1979 Aug,"Cows and heifers","South Australia",16900
1979 Sep,"Cows and heifers","South Australia",18700
1979 Oct,"Cows and heifers","South Australia",19600
1979 Nov,"Cows and heifers","South Australia",21200
1979 Dec,"Cows and heifers","South Australia",18500
1980 Jan,"Cows and heifers","South Australia",20800
1980 Feb,"Cows and heifers","South Australia",23600
1980 Mar,"Cows and heifers","South Australia",24400
1980 Apr,"Cows and heifers","South Australia",17700
1980 May,"Cows and heifers","South Australia",12900
1980 Jun,"Cows and heifers","South Australia",13900
1980 Jul,"Cows and heifers","South Australia",20400
1980 Aug,"Cows and heifers","South Australia",21000
1980 Sep,"Cows and heifers","South Australia",21000
1980 Oct,"Cows and heifers","South Australia",24100
1980 Nov,"Cows and heifers","South Australia",22600
1980 Dec,"Cows and heifers","South Australia",19900
1981 Jan,"Cows and heifers","South Australia",22000
1981 Feb,"Cows and heifers","South Australia",18400
1981 Mar,"Cows and heifers","South Australia",18500
1981 Apr,"Cows and heifers","South Australia",18800
1981 May,"Cows and heifers","South Australia",20300
1981 Jun,"Cows and heifers","South Australia",17500
1981 Jul,"Cows and heifers","South Australia",19600
1981 Aug,"Cows and heifers","South Australia",15900
1981 Sep,"Cows and heifers","South Australia",19900
1981 Oct,"Cows and heifers","South Australia",20300
1981 Nov,"Cows and heifers","South Australia",19700
1981 Dec,"Cows and heifers","South Australia",21500
1982 Jan,"Cows and heifers","South Australia",22500
1982 Feb,"Cows and heifers","South Australia",26000
1982 Mar,"Cows and heifers","South Australia",27000
1982 Apr,"Cows and heifers","South Australia",19200
1982 May,"Cows and heifers","South Australia",19200
1982 Jun,"Cows and heifers","South Australia",21900
1982 Jul,"Cows and heifers","South Australia",27400
1982 Aug,"Cows and heifers","South Australia",20600
1982 Sep,"Cows and heifers","South Australia",27300
1982 Oct,"Cows and heifers","South Australia",27400
1982 Nov,"Cows and heifers","South Australia",26500
1982 Dec,"Cows and heifers","South Australia",25400
1983 Jan,"Cows and heifers","South Australia",25500
1983 Feb,"Cows and heifers","South Australia",24000
1983 Mar,"Cows and heifers","South Australia",19100
1983 Apr,"Cows and heifers","South Australia",14300
1983 May,"Cows and heifers","South Australia",11000
1983 Jun,"Cows and heifers","South Australia",14300
1983 Jul,"Cows and heifers","South Australia",20100
1983 Aug,"Cows and heifers","South Australia",18600
1983 Sep,"Cows and heifers","South Australia",16900
1983 Oct,"Cows and heifers","South Australia",16800
1983 Nov,"Cows and heifers","South Australia",15100
1983 Dec,"Cows and heifers","South Australia",14300
1984 Jan,"Cows and heifers","South Australia",12500
1984 Feb,"Cows and heifers","South Australia",15400
1984 Mar,"Cows and heifers","South Australia",15000
1984 Apr,"Cows and heifers","South Australia",11300
1984 May,"Cows and heifers","South Australia",13900
1984 Jun,"Cows and heifers","South Australia",15200
1984 Jul,"Cows and heifers","South Australia",17600
1984 Aug,"Cows and heifers","South Australia",14500
1984 Sep,"Cows and heifers","South Australia",10700
1984 Oct,"Cows and heifers","South Australia",12700
1984 Nov,"Cows and heifers","South Australia",13100
1984 Dec,"Cows and heifers","South Australia",11500
1985 Jan,"Cows and heifers","South Australia",10900
1985 Feb,"Cows and heifers","South Australia",13000
1985 Mar,"Cows and heifers","South Australia",14300
1985 Apr,"Cows and heifers","South Australia",10800
1985 May,"Cows and heifers","South Australia",15600
1985 Jun,"Cows and heifers","South Australia",14500
1985 Jul,"Cows and heifers","South Australia",15700
1985 Aug,"Cows and heifers","South Australia",13100
1985 Sep,"Cows and heifers","South Australia",11500
1985 Oct,"Cows and heifers","South Australia",13000
1985 Nov,"Cows and heifers","South Australia",14400
1985 Dec,"Cows and heifers","South Australia",12600
1986 Jan,"Cows and heifers","South Australia",13500
1986 Feb,"Cows and heifers","South Australia",15900
1986 Mar,"Cows and heifers","South Australia",12900
1986 Apr,"Cows and heifers","South Australia",12500
1986 May,"Cows and heifers","South Australia",9800
1986 Jun,"Cows and heifers","South Australia",11900
1986 Jul,"Cows and heifers","South Australia",12800
1986 Aug,"Cows and heifers","South Australia",13500
1986 Sep,"Cows and heifers","South Australia",14200
1986 Oct,"Cows and heifers","South Australia",17300
1986 Nov,"Cows and heifers","South Australia",15700
1986 Dec,"Cows and heifers","South Australia",12000
1987 Jan,"Cows and heifers","South Australia",14600
1987 Feb,"Cows and heifers","South Australia",13800
1987 Mar,"Cows and heifers","South Australia",13600
1987 Apr,"Cows and heifers","South Australia",11500
1987 May,"Cows and heifers","South Australia",15100
1987 Jun,"Cows and heifers","South Australia",12000
1987 Jul,"Cows and heifers","South Australia",11000
1987 Aug,"Cows and heifers","South Australia",12100
1987 Sep,"Cows and heifers","South Australia",9500
1987 Oct,"Cows and heifers","South Australia",12000
1987 Nov,"Cows and heifers","South Australia",13100
1987 Dec,"Cows and heifers","South Australia",10600
1988 Jan,"Cows and heifers","South Australia",12000
1988 Feb,"Cows and heifers","South Australia",14100
1988 Mar,"Cows and heifers","South Australia",14100
1988 Apr,"Cows and heifers","South Australia",9300
1988 May,"Cows and heifers","South Australia",14600
1988 Jun,"Cows and heifers","South Australia",9900
1988 Jul,"Cows and heifers","South Australia",6300
1988 Aug,"Cows and heifers","South Australia",10100
1988 Sep,"Cows and heifers","South Australia",8000
1988 Oct,"Cows and heifers","South Australia",9500
1988 Nov,"Cows and heifers","South Australia",11200
1988 Dec,"Cows and heifers","South Australia",10100
1989 Jan,"Cows and heifers","South Australia",12400
1989 Feb,"Cows and heifers","South Australia",13800
1989 Mar,"Cows and heifers","South Australia",11500
1989 Apr,"Cows and heifers","South Australia",11000
1989 May,"Cows and heifers","South Australia",11000
1989 Jun,"Cows and heifers","South Australia",10600
1989 Jul,"Cows and heifers","South Australia",12200
1989 Aug,"Cows and heifers","South Australia",10100
1989 Sep,"Cows and heifers","South Australia",10000
1989 Oct,"Cows and heifers","South Australia",10800
1989 Nov,"Cows and heifers","South Australia",10700
1989 Dec,"Cows and heifers","South Australia",16300
1990 Jan,"Cows and heifers","South Australia",14400
1990 Feb,"Cows and heifers","South Australia",13600
1990 Mar,"Cows and heifers","South Australia",12300
1990 Apr,"Cows and heifers","South Australia",11900
1990 May,"Cows and heifers","South Australia",13800
1990 Jun,"Cows and heifers","South Australia",11600
1990 Jul,"Cows and heifers","South Australia",15100
1990 Aug,"Cows and heifers","South Australia",9500
1990 Sep,"Cows and heifers","South Australia",11100
1990 Oct,"Cows and heifers","South Australia",8800
1990 Nov,"Cows and heifers","South Australia",11000
1990 Dec,"Cows and heifers","South Australia",9900
1991 Jan,"Cows and heifers","South Australia",9000
1991 Feb,"Cows and heifers","South Australia",12000
1991 Mar,"Cows and heifers","South Australia",12800
1991 Apr,"Cows and heifers","South Australia",9800
1991 May,"Cows and heifers","South Australia",13300
1991 Jun,"Cows and heifers","South Australia",11100
1991 Jul,"Cows and heifers","South Australia",10200
1991 Aug,"Cows and heifers","South Australia",8500
1991 Sep,"Cows and heifers","South Australia",11600
1991 Oct,"Cows and heifers","South Australia",14300
1991 Nov,"Cows and heifers","South Australia",14400
1991 Dec,"Cows and heifers","South Australia",12900
1992 Jan,"Cows and heifers","South Australia",11800
1992 Feb,"Cows and heifers","South Australia",14600
1992 Mar,"Cows and heifers","South Australia",11800
1992 Apr,"Cows and heifers","South Australia",9100
1992 May,"Cows and heifers","South Australia",11500
1992 Jun,"Cows and heifers","South Australia",11900
1992 Jul,"Cows and heifers","South Australia",7400
1992 Aug,"Cows and heifers","South Australia",11600
1992 Sep,"Cows and heifers","South Australia",13800
1992 Oct,"Cows and heifers","South Australia",11900
1992 Nov,"Cows and heifers","South Australia",14200
1992 Dec,"Cows and heifers","South Australia",12700
1993 Jan,"Cows and heifers","South Australia",10700
1993 Feb,"Cows and heifers","South Australia",13200
1993 Mar,"Cows and heifers","South Australia",13400
1993 Apr,"Cows and heifers","South Australia",10900
1993 May,"Cows and heifers","South Australia",13800
1993 Jun,"Cows and heifers","South Australia",16000
1993 Jul,"Cows and heifers","South Australia",17600
1993 Aug,"Cows and heifers","South Australia",16300
1993 Sep,"Cows and heifers","South Australia",18600
1993 Oct,"Cows and heifers","South Australia",17000
1993 Nov,"Cows and heifers","South Australia",18200
1993 Dec,"Cows and heifers","South Australia",16200
1994 Jan,"Cows and heifers","South Australia",14100
1994 Feb,"Cows and heifers","South Australia",16800
1994 Mar,"Cows and heifers","South Australia",18700
1994 Apr,"Cows and heifers","South Australia",15700
1994 May,"Cows and heifers","South Australia",18000
1994 Jun,"Cows and heifers","South Australia",14200
1994 Jul,"Cows and heifers","South Australia",9400
1994 Aug,"Cows and heifers","South Australia",15200
1994 Sep,"Cows and heifers","South Australia",17000
1994 Oct,"Cows and heifers","South Australia",11900
1994 Nov,"Cows and heifers","South Australia",21400
1994 Dec,"Cows and heifers","South Australia",11100
1995 Jan,"Cows and heifers","South Australia",22300
1995 Feb,"Cows and heifers","South Australia",21500
1995 Mar,"Cows and heifers","South Australia",25100
1995 Apr,"Cows and heifers","South Australia",19800
1995 May,"Cows and heifers","South Australia",22300
1995 Jun,"Cows and heifers","South Australia",21100
1995 Jul,"Cows and heifers","South Australia",13100
1995 Aug,"Cows and heifers","South Australia",16000
1995 Sep,"Cows and heifers","South Australia",17200
1995 Oct,"Cows and heifers","South Australia",16200
1995 Nov,"Cows and heifers","South Australia",17900
1995 Dec,"Cows and heifers","South Australia",13900
1996 Jan,"Cows and heifers","South Australia",21000
1996 Feb,"Cows and heifers","South Australia",18200
1996 Mar,"Cows and heifers","South Australia",15700
1996 Apr,"Cows and heifers","South Australia",14100
1996 May,"Cows and heifers","South Australia",17600
1996 Jun,"Cows and heifers","South Australia",13200
1996 Jul,"Cows and heifers","South Australia",13100
1996 Aug,"Cows and heifers","South Australia",13700
1996 Sep,"Cows and heifers","South Australia",13900
1996 Oct,"Cows and heifers","South Australia",17900
1996 Nov,"Cows and heifers","South Australia",19200
1996 Dec,"Cows and heifers","South Australia",14800
1997 Jan,"Cows and heifers","South Australia",16400
1997 Feb,"Cows and heifers","South Australia",17000
1997 Mar,"Cows and heifers","South Australia",14500
1997 Apr,"Cows and heifers","South Australia",19800
1997 May,"Cows and heifers","South Australia",18800
1997 Jun,"Cows and heifers","South Australia",18600
1997 Jul,"Cows and heifers","South Australia",19400
1997 Aug,"Cows and heifers","South Australia",19100
1997 Sep,"Cows and heifers","South Australia",15100
1997 Oct,"Cows and heifers","South Australia",16300
1997 Nov,"Cows and heifers","South Australia",16800
1997 Dec,"Cows and heifers","South Australia",14000
1998 Jan,"Cows and heifers","South Australia",12800
1998 Feb,"Cows and heifers","South Australia",16100
1998 Mar,"Cows and heifers","South Australia",20100
1998 Apr,"Cows and heifers","South Australia",19500
1998 May,"Cows and heifers","South Australia",15500
1998 Jun,"Cows and heifers","South Australia",18100
1998 Jul,"Cows and heifers","South Australia",12500
1998 Aug,"Cows and heifers","South Australia",12100
1998 Sep,"Cows and heifers","South Australia",15700
1998 Oct,"Cows and heifers","South Australia",14300
1998 Nov,"Cows and heifers","South Australia",14700
1998 Dec,"Cows and heifers","South Australia",12300
1999 Jan,"Cows and heifers","South Australia",14300
1999 Feb,"Cows and heifers","South Australia",13000
1999 Mar,"Cows and heifers","South Australia",11000
1999 Apr,"Cows and heifers","South Australia",10600
1999 May,"Cows and heifers","South Australia",11300
1999 Jun,"Cows and heifers","South Australia",12800
1999 Jul,"Cows and heifers","South Australia",11000
1999 Aug,"Cows and heifers","South Australia",10700
1999 Sep,"Cows and heifers","South Australia",13200
1999 Oct,"Cows and heifers","South Australia",10400
1999 Nov,"Cows and heifers","South Australia",10000
1999 Dec,"Cows and heifers","South Australia",10200
2000 Jan,"Cows and heifers","South Australia",11600
2000 Feb,"Cows and heifers","South Australia",13400
2000 Mar,"Cows and heifers","South Australia",13700
2000 Apr,"Cows and heifers","South Australia",10400
2000 May,"Cows and heifers","South Australia",15100
2000 Jun,"Cows and heifers","South Australia",15500
2000 Jul,"Cows and heifers","South Australia",7800
2000 Aug,"Cows and heifers","South Australia",13100
2000 Sep,"Cows and heifers","South Australia",11300
2000 Oct,"Cows and heifers","South Australia",11800
2000 Nov,"Cows and heifers","South Australia",12000
2000 Dec,"Cows and heifers","South Australia",8900
2001 Jan,"Cows and heifers","South Australia",13800
2001 Feb,"Cows and heifers","South Australia",12900
2001 Mar,"Cows and heifers","South Australia",10700
2001 Apr,"Cows and heifers","South Australia",11200
2001 May,"Cows and heifers","South Australia",14100
2001 Jun,"Cows and heifers","South Australia",9300
2001 Jul,"Cows and heifers","South Australia",9300
2001 Aug,"Cows and heifers","South Australia",13900
2001 Sep,"Cows and heifers","South Australia",12100
2001 Oct,"Cows and heifers","South Australia",12300
2001 Nov,"Cows and heifers","South Australia",13000
2001 Dec,"Cows and heifers","South Australia",9700
2002 Jan,"Cows and heifers","South Australia",13200
2002 Feb,"Cows and heifers","South Australia",13400
2002 Mar,"Cows and heifers","South Australia",12300
2002 Apr,"Cows and heifers","South Australia",12500
2002 May,"Cows and heifers","South Australia",15400
2002 Jun,"Cows and heifers","South Australia",13700
2002 Jul,"Cows and heifers","South Australia",12300
2002 Aug,"Cows and heifers","South Australia",11800
2002 Sep,"Cows and heifers","South Australia",17800
2002 Oct,"Cows and heifers","South Australia",19600
2002 Nov,"Cows and heifers","South Australia",17700
2002 Dec,"Cows and heifers","South Australia",13200
2003 Jan,"Cows and heifers","South Australia",17100
2003 Feb,"Cows and heifers","South Australia",17300
2003 Mar,"Cows and heifers","South Australia",14800
2003 Apr,"Cows and heifers","South Australia",15500
2003 May,"Cows and heifers","South Australia",18800
2003 Jun,"Cows and heifers","South Australia",16700
2003 Jul,"Cows and heifers","South Australia",11200
2003 Aug,"Cows and heifers","South Australia",9500
2003 Sep,"Cows and heifers","South Australia",13500
2003 Oct,"Cows and heifers","South Australia",13900
2003 Nov,"Cows and heifers","South Australia",13500
2003 Dec,"Cows and heifers","South Australia",13700
2004 Jan,"Cows and heifers","South Australia",13000
2004 Feb,"Cows and heifers","South Australia",14500
2004 Mar,"Cows and heifers","South Australia",17900
2004 Apr,"Cows and heifers","South Australia",12700
2004 May,"Cows and heifers","South Australia",15500
2004 Jun,"Cows and heifers","South Australia",15400
2004 Jul,"Cows and heifers","South Australia",10100
2004 Aug,"Cows and heifers","South Australia",11300
2004 Sep,"Cows and heifers","South Australia",15600
2004 Oct,"Cows and heifers","South Australia",13600
2004 Nov,"Cows and heifers","South Australia",15200
2004 Dec,"Cows and heifers","South Australia",13800
2005 Jan,"Cows and heifers","South Australia",14500
2005 Feb,"Cows and heifers","South Australia",15400
2005 Mar,"Cows and heifers","South Australia",13800
2005 Apr,"Cows and heifers","South Australia",12900
2005 May,"Cows and heifers","South Australia",16500
2005 Jun,"Cows and heifers","South Australia",15400
2005 Jul,"Cows and heifers","South Australia",5600
2005 Aug,"Cows and heifers","South Australia",8100
2005 Sep,"Cows and heifers","South Australia",11800
2005 Oct,"Cows and heifers","South Australia",12500
2005 Nov,"Cows and heifers","South Australia",15500
2005 Dec,"Cows and heifers","South Australia",12900
2006 Jan,"Cows and heifers","South Australia",15200
2006 Feb,"Cows and heifers","South Australia",15000
2006 Mar,"Cows and heifers","South Australia",14200
2006 Apr,"Cows and heifers","South Australia",10700
2006 May,"Cows and heifers","South Australia",14000
2006 Jun,"Cows and heifers","South Australia",12600
2006 Jul,"Cows and heifers","South Australia",4700
2006 Aug,"Cows and heifers","South Australia",11400
2006 Sep,"Cows and heifers","South Australia",14700
2006 Oct,"Cows and heifers","South Australia",16800
2006 Nov,"Cows and heifers","South Australia",17600
2006 Dec,"Cows and heifers","South Australia",11800
2007 Jan,"Cows and heifers","South Australia",17000
2007 Feb,"Cows and heifers","South Australia",14900
2007 Mar,"Cows and heifers","South Australia",15200
2007 Apr,"Cows and heifers","South Australia",13200
2007 May,"Cows and heifers","South Australia",15100
2007 Jun,"Cows and heifers","South Australia",10200
2007 Jul,"Cows and heifers","South Australia",4600
2007 Aug,"Cows and heifers","South Australia",10200
2007 Sep,"Cows and heifers","South Australia",14000
2007 Oct,"Cows and heifers","South Australia",16900
2007 Nov,"Cows and heifers","South Australia",17200
2007 Dec,"Cows and heifers","South Australia",11100
2008 Jan,"Cows and heifers","South Australia",13600
2008 Feb,"Cows and heifers","South Australia",12000
2008 Mar,"Cows and heifers","South Australia",10500
2008 Apr,"Cows and heifers","South Australia",11800
2008 May,"Cows and heifers","South Australia",14300
2008 Jun,"Cows and heifers","South Australia",10600
2008 Jul,"Cows and heifers","South Australia",4100
2008 Aug,"Cows and heifers","South Australia",8700
2008 Sep,"Cows and heifers","South Australia",10600
2008 Oct,"Cows and heifers","South Australia",13400
2008 Nov,"Cows and heifers","South Australia",11800
2008 Dec,"Cows and heifers","South Australia",10800
2009 Jan,"Cows and heifers","South Australia",11100
2009 Feb,"Cows and heifers","South Australia",11900
2009 Mar,"Cows and heifers","South Australia",13300
2009 Apr,"Cows and heifers","South Australia",13200
2009 May,"Cows and heifers","South Australia",15800
2009 Jun,"Cows and heifers","South Australia",12900
2009 Jul,"Cows and heifers","South Australia",5100
2009 Aug,"Cows and heifers","South Australia",12000
2009 Sep,"Cows and heifers","South Australia",14700
2009 Oct,"Cows and heifers","South Australia",14300
2009 Nov,"Cows and heifers","South Australia",14300
2009 Dec,"Cows and heifers","South Australia",14500
2010 Jan,"Cows and heifers","South Australia",15200
2010 Feb,"Cows and heifers","South Australia",15700
2010 Mar,"Cows and heifers","South Australia",14300
2010 Apr,"Cows and heifers","South Australia",11000
2010 May,"Cows and heifers","South Australia",15300
2010 Jun,"Cows and heifers","South Australia",16400
2010 Jul,"Cows and heifers","South Australia",10300
2010 Aug,"Cows and heifers","South Australia",11800
2010 Sep,"Cows and heifers","South Australia",14600
2010 Oct,"Cows and heifers","South Australia",11700
2010 Nov,"Cows and heifers","South Australia",12200
2010 Dec,"Cows and heifers","South Australia",11000
2011 Jan,"Cows and heifers","South Australia",13200
2011 Feb,"Cows and heifers","South Australia",14600
2011 Mar,"Cows and heifers","South Australia",13600
2011 Apr,"Cows and heifers","South Australia",9800
2011 May,"Cows and heifers","South Australia",13400
2011 Jun,"Cows and heifers","South Australia",16800
2011 Jul,"Cows and heifers","South Australia",7800
2011 Aug,"Cows and heifers","South Australia",12300
2011 Sep,"Cows and heifers","South Australia",13900
2011 Oct,"Cows and heifers","South Australia",13500
2011 Nov,"Cows and heifers","South Australia",15200
2011 Dec,"Cows and heifers","South Australia",11300
2012 Jan,"Cows and heifers","South Australia",14400
2012 Feb,"Cows and heifers","South Australia",16400
2012 Mar,"Cows and heifers","South Australia",13000
2012 Apr,"Cows and heifers","South Australia",12000
2012 May,"Cows and heifers","South Australia",14200
2012 Jun,"Cows and heifers","South Australia",15300
2012 Jul,"Cows and heifers","South Australia",15300
2012 Aug,"Cows and heifers","South Australia",15900
2012 Sep,"Cows and heifers","South Australia",13000
2012 Oct,"Cows and heifers","South Australia",18700
2012 Nov,"Cows and heifers","South Australia",18400
2012 Dec,"Cows and heifers","South Australia",12300
2013 Jan,"Cows and heifers","South Australia",16400
2013 Feb,"Cows and heifers","South Australia",18400
2013 Mar,"Cows and heifers","South Australia",17500
2013 Apr,"Cows and heifers","South Australia",15400
2013 May,"Cows and heifers","South Australia",21000
2013 Jun,"Cows and heifers","South Australia",16300
2013 Jul,"Cows and heifers","South Australia",11200
2013 Aug,"Cows and heifers","South Australia",13500
2013 Sep,"Cows and heifers","South Australia",16800
2013 Oct,"Cows and heifers","South Australia",18800
2013 Nov,"Cows and heifers","South Australia",18300
2013 Dec,"Cows and heifers","South Australia",14700
2014 Jan,"Cows and heifers","South Australia",16600
2014 Feb,"Cows and heifers","South Australia",16000
2014 Mar,"Cows and heifers","South Australia",16500
2014 Apr,"Cows and heifers","South Australia",14500
2014 May,"Cows and heifers","South Australia",18700
2014 Jun,"Cows and heifers","South Australia",14400
2014 Jul,"Cows and heifers","South Australia",18400
2014 Aug,"Cows and heifers","South Australia",16300
2014 Sep,"Cows and heifers","South Australia",19300
2014 Oct,"Cows and heifers","South Australia",23700
2014 Nov,"Cows and heifers","South Australia",21000
2014 Dec,"Cows and heifers","South Australia",15800
2015 Jan,"Cows and heifers","South Australia",20500
2015 Feb,"Cows and heifers","South Australia",20500
2015 Mar,"Cows and heifers","South Australia",17000
2015 Apr,"Cows and heifers","South Australia",19800
2015 May,"Cows and heifers","South Australia",20400
2015 Jun,"Cows and heifers","South Australia",20800
2015 Jul,"Cows and heifers","South Australia",21300
2015 Aug,"Cows and heifers","South Australia",19300
2015 Sep,"Cows and heifers","South Australia",20700
2015 Oct,"Cows and heifers","South Australia",20100
2015 Nov,"Cows and heifers","South Australia",18300
2015 Dec,"Cows and heifers","South Australia",17000
