item,ds,y
22178,2011-04-26,2
22178,2011-04-27,69
22178,2011-04-28,24
22178,2011-05-03,283
22178,2011-05-04,18
22178,2011-05-05,101
22178,2011-05-06,154
22178,2011-05-08,44
22178,2011-05-09,156
22178,2011-05-10,54
22178,2011-05-11,57
22178,2011-05-12,194
22178,2011-05-13,33
22178,2011-05-15,102
22178,2011-05-16,27
22178,2011-05-17,360
22178,2011-05-18,36
22178,2011-05-19,58
22178,2011-05-20,174
22178,2011-05-22,108
22178,2011-05-23,73
22178,2011-05-24,108
22178,2011-05-25,202
22178,2011-05-26,18
22178,2011-05-27,207
22178,2011-05-31,41
22178,2011-06-01,47
22178,2011-06-02,37
22178,2011-06-03,254
22178,2011-06-05,360
22178,2011-06-06,34
22178,2011-06-07,150
22178,2011-06-08,134
22178,2011-06-09,75
22178,2011-06-10,68
22178,2011-06-12,82
22178,2011-06-13,42
22178,2011-06-14,116
22178,2011-06-15,34
22178,2011-06-16,18
22178,2011-06-19,66
22178,2011-06-20,24
22178,2011-06-21,44
22178,2011-06-22,24
22178,2011-06-23,6
22178,2011-06-24,12
22178,2011-06-26,12
22178,2011-06-27,14
22178,2011-06-28,192
22178,2011-06-29,105
22178,2011-06-30,23
22178,2011-07-01,12
22178,2011-07-03,3
22178,2011-07-04,139
22178,2011-07-05,40
22178,2011-07-06,2
22178,2011-07-07,322
22178,2011-07-08,63
22178,2011-07-10,24
22178,2011-07-11,12
22178,2011-07-12,14
22178,2011-07-13,29
22178,2011-07-14,63
22178,2011-07-17,36
22178,2011-07-18,16
22178,2011-07-19,60
22178,2011-07-20,168
22178,2011-07-21,120
22178,2011-07-22,8
22178,2011-07-24,160
22178,2011-07-25,22
22178,2011-07-26,16
22178,2011-07-27,49
22178,2011-07-28,29
22178,2011-07-29,96
22178,2011-07-31,24
22178,2011-08-01,96
22178,2011-08-02,83
22178,2011-08-03,366
22178,2011-08-04,177
22178,2011-08-05,102
22178,2011-08-08,16
22178,2011-08-10,18
22178,2011-08-11,159
22178,2011-08-12,115
22178,2011-08-15,12
22178,2011-08-16,24
22178,2011-08-17,168
22178,2011-08-18,48
22178,2011-08-19,36
22178,2011-08-21,30
22178,2011-08-22,144
22178,2011-08-23,50
22178,2011-08-24,34
22178,2011-08-25,144
22178,2011-08-26,36
22178,2011-08-28,48
22178,2011-08-30,34
22178,2011-08-31,202
22178,2011-09-01,96
22178,2011-09-02,161
22178,2011-09-05,11
22178,2011-09-06,108
22178,2011-09-07,85
22178,2011-09-08,6
22178,2011-09-09,6
22178,2011-09-11,14
22178,2011-09-12,99
22178,2011-09-13,54
22178,2011-09-14,18
22178,2011-09-15,41
22178,2011-09-16,24
22178,2011-09-18,12
22178,2011-09-19,98
22178,2011-09-20,46
22178,2011-09-21,88
22178,2011-09-22,66
22178,2011-09-23,13
22178,2011-09-25,114
22178,2011-09-26,5
22178,2011-09-27,6
22178,2011-09-28,30
22178,2011-09-29,24
22178,2011-09-30,25
22178,2011-10-03,986
22178,2011-10-04,30
22178,2011-10-05,222
22178,2011-10-06,132
22178,2011-10-07,97
22178,2011-10-09,16
22178,2011-10-10,38
22178,2011-10-11,72
22178,2011-10-12,1
22178,2011-10-13,6
22178,2011-10-14,186
22178,2011-10-17,29
22178,2011-10-18,20
22178,2011-10-19,102
22178,2011-10-20,42
22178,2011-10-21,18
22178,2011-10-24,28
22178,2011-10-25,42
22178,2011-10-26,966
22178,2011-10-27,18
22178,2011-10-28,78
22178,2011-10-30,114
22178,2011-10-31,77
22178,2011-11-01,27
22178,2011-11-02,118
22178,2011-11-03,12
22178,2011-11-04,102
22178,2011-11-06,23
22178,2011-11-07,8
22178,2011-11-08,50
22178,2011-11-09,4
22178,2011-11-10,186
22178,2011-11-11,34
22178,2011-11-13,6
22178,2011-11-14,49
22178,2011-11-15,39
22178,2011-11-16,97
22178,2011-11-17,214
22178,2011-11-18,2
22178,2011-11-20,48
22178,2011-11-21,210
22178,2011-11-22,32
22178,2011-11-23,11
22178,2011-11-24,78
22178,2011-11-25,12
22178,2011-11-27,30
22178,2011-11-28,247
22178,2011-11-29,86
22178,2011-11-30,88
22178,2011-12-01,158
22178,2011-12-02,26
22178,2011-12-04,150
22178,2011-12-05,377
22178,2011-12-06,74
22178,2011-12-07,78
22178,2011-12-08,109
22178,2011-12-09,18
22197,2010-12-01,271
22197,2010-12-02,74
22197,2010-12-03,67
22197,2010-12-05,81
22197,2010-12-06,265
22197,2010-12-07,130
22197,2010-12-08,213
22197,2010-12-09,260
22197,2010-12-10,95
22197,2010-12-12,49
22197,2010-12-13,45
22197,2010-12-14,282
22197,2010-12-15,355
22197,2010-12-16,19
22197,2010-12-17,272
22197,2010-12-19,8
22197,2010-12-20,169
22197,2010-12-21,75
22197,2010-12-23,8
22197,2011-01-04,23
22197,2011-01-05,3
22197,2011-01-06,736
22197,2011-01-07,36
22197,2011-01-09,9
22197,2011-01-10,7
22197,2011-01-11,20
22197,2011-01-12,24
22197,2011-01-13,29
22197,2011-01-14,34
22197,2011-01-16,230
22197,2011-01-17,41
22197,2011-01-18,4
22197,2011-01-19,52
22197,2011-01-20,12
22197,2011-01-21,152
22197,2011-01-24,23
22197,2011-01-25,134
22197,2011-01-26,103
22197,2011-01-27,57
22197,2011-01-28,24
22197,2011-01-30,10
22197,2011-01-31,61
22197,2011-02-01,6
22197,2011-02-02,6
22197,2011-02-04,34
22197,2011-02-07,13
22197,2011-02-08,39
22197,2011-02-09,36
22197,2011-02-10,44
22197,2011-02-11,102
22197,2011-02-13,5
22197,2011-02-14,17
22197,2011-02-15,633
22197,2011-02-16,21
22197,2011-02-17,311
22197,2011-02-18,48
22197,2011-02-20,10
22197,2011-02-21,9
22197,2011-02-22,106
22197,2011-02-23,1048
22197,2011-02-24,48
22197,2011-02-25,101
22197,2011-02-28,29
22197,2011-03-01,17
22197,2011-03-02,112
22197,2011-03-03,134
22197,2011-03-04,78
22197,2011-03-07,67
22197,2011-03-08,13
22197,2011-03-09,143
22197,2011-03-10,14
22197,2011-03-11,542
22197,2011-03-14,240
22197,2011-03-15,65
22197,2011-03-16,100
22197,2011-03-17,64
22197,2011-03-18,87
22197,2011-03-20,27
22197,2011-03-21,49
22197,2011-03-22,37
22197,2011-03-23,19
22197,2011-03-24,34
22197,2011-03-25,77
22197,2011-03-27,21
22197,2011-03-28,38
22197,2011-03-29,663
22197,2011-03-30,28
22197,2011-03-31,134
22197,2011-04-01,136
22197,2011-04-03,43
22197,2011-04-04,112
22197,2011-04-05,124
22197,2011-04-06,56
22197,2011-04-07,232
22197,2011-04-08,16
22197,2011-04-10,24
22197,2011-04-11,48
22197,2011-04-12,54
22197,2011-04-13,25
22197,2011-04-14,640
22197,2011-04-15,14
22197,2011-04-17,3
22197,2011-04-18,46
22197,2011-04-19,6
22197,2011-04-20,48
22197,2011-04-21,132
22197,2011-04-26,50
22197,2011-04-27,60
22197,2011-05-01,200
22197,2011-05-03,39
22197,2011-05-04,221
22197,2011-05-05,19
22197,2011-05-06,30
22197,2011-05-08,63
22197,2011-05-09,64
22197,2011-05-10,56
22197,2011-05-11,84
22197,2011-05-12,51
22197,2011-05-13,115
22197,2011-05-15,11
22197,2011-05-16,61
22197,2011-05-17,556
22197,2011-05-18,93
22197,2011-05-19,140
22197,2011-05-20,420
22197,2011-05-22,30
22197,2011-05-23,44
22197,2011-05-24,63
22197,2011-05-25,73
22197,2011-05-26,38
22197,2011-05-27,4314
22197,2011-05-29,30
22197,2011-05-31,34
22197,2011-06-01,6
22197,2011-06-02,44
22197,2011-06-03,368
22197,2011-06-05,81
22197,2011-06-06,17
22197,2011-06-07,19
22197,2011-06-08,51
22197,2011-06-09,161
22197,2011-06-10,105
22197,2011-06-12,57
22197,2011-06-13,33
22197,2011-06-14,127
22197,2011-06-15,128
22197,2011-06-16,13
22197,2011-06-17,82
22197,2011-06-19,54
22197,2011-06-20,59
22197,2011-06-21,49
22197,2011-06-22,1
22197,2011-06-23,110
22197,2011-06-24,126
22197,2011-06-27,60
22197,2011-06-28,56
22197,2011-06-29,24
22197,2011-06-30,264
22197,2011-07-01,26
22197,2011-07-04,57
22197,2011-07-05,227
22197,2011-07-06,16
22197,2011-07-07,48
22197,2011-07-08,259
22197,2011-07-10,29
22197,2011-07-11,14
22197,2011-07-12,20
22197,2011-07-13,35
22197,2011-07-14,70
22197,2011-07-15,4
22197,2011-07-17,14
22197,2011-07-18,48
22197,2011-07-19,97
22197,2011-07-20,74
22197,2011-07-21,168
22197,2011-07-22,100
22197,2011-07-24,134
22197,2011-07-25,31
22197,2011-07-26,25
22197,2011-07-27,72
22197,2011-07-28,18
22197,2011-07-29,86
22197,2011-07-31,204
22197,2011-08-01,21
22197,2011-08-02,45
22197,2011-08-03,15
22197,2011-08-04,2036
22197,2011-08-05,61
22197,2011-08-08,257
22197,2011-08-09,3
22197,2011-08-10,600
22197,2011-08-11,691
22197,2011-08-12,160
22197,2011-08-14,24
22197,2011-08-15,100
22197,2011-08-16,33
22197,2011-08-17,194
22197,2011-08-18,38
22197,2011-08-19,98
22197,2011-08-21,55
22197,2011-08-22,36
22197,2011-08-23,49
22197,2011-08-24,76
22197,2011-08-25,34
22197,2011-08-26,613
22197,2011-08-28,18
22197,2011-08-30,40
22197,2011-08-31,124
22197,2011-09-01,101
22197,2011-09-02,667
22197,2011-09-04,24
22197,2011-09-05,105
22197,2011-09-06,27
22197,2011-09-07,79
22197,2011-09-08,67
22197,2011-09-09,136
22197,2011-09-11,102
22197,2011-09-12,209
22197,2011-09-13,50
22197,2011-09-14,102
22197,2011-09-15,35
22197,2011-09-16,134
22197,2011-09-18,40
22197,2011-09-19,222
22197,2011-09-20,181
22197,2011-09-21,143
22197,2011-09-22,25
22197,2011-09-23,99
22197,2011-09-25,12
22197,2011-09-26,27
22197,2011-09-27,85
22197,2011-09-28,143
22197,2011-09-29,296
22197,2011-09-30,1085
22197,2011-10-02,39
22197,2011-10-03,76
22197,2011-10-04,147
22197,2011-10-05,50
22197,2011-10-06,389
22197,2011-10-07,47
22197,2011-10-09,126
22197,2011-10-10,159
22197,2011-10-11,124
22197,2011-10-12,210
22197,2011-10-13,133
22197,2011-10-14,252
22197,2011-10-16,6
22197,2011-10-17,534
22197,2011-10-18,294
22197,2011-10-19,247
22197,2011-10-20,15
22197,2011-10-21,62
22197,2011-10-23,12
22197,2011-10-24,232
22197,2011-10-25,251
22197,2011-10-26,43
22197,2011-10-27,47
22197,2011-10-28,2065
22197,2011-10-30,137
22197,2011-10-31,210
22197,2011-11-01,286
22197,2011-11-02,172
22197,2011-11-03,20
22197,2011-11-04,174
22197,2011-11-06,294
22197,2011-11-07,2012
22197,2011-11-08,172
22197,2011-11-09,1079
22197,2011-11-10,339
22197,2011-11-11,184
22197,2011-11-13,114
22197,2011-11-14,1767
22197,2011-11-15,224
22197,2011-11-16,352
22197,2011-11-17,135
22197,2011-11-18,449
22197,2011-11-20,218
22197,2011-11-21,349
22197,2011-11-22,1162
22197,2011-11-23,497
22197,2011-11-24,558
22197,2011-11-25,342
22197,2011-11-27,47
22197,2011-11-28,248
22197,2011-11-29,796
22197,2011-11-30,470
22197,2011-12-01,279
22197,2011-12-02,1369
22197,2011-12-04,113
22197,2011-12-05,410
22197,2011-12-06,337
22197,2011-12-07,368
22197,2011-12-08,3111
22197,2011-12-09,230
22355,2010-12-01,65
22355,2010-12-02,10
22355,2010-12-03,122
22355,2010-12-05,110
22355,2010-12-06,23
22355,2010-12-07,281
22355,2010-12-08,43
22355,2010-12-09,25
22355,2010-12-10,272
22355,2010-12-12,1
22355,2010-12-13,17
22355,2010-12-14,338
22355,2010-12-15,20
22355,2010-12-16,41
22355,2010-12-17,46
22355,2010-12-20,46
22355,2010-12-21,397
22355,2010-12-22,110
22355,2010-12-23,14
22355,2011-01-04,1
22355,2011-01-05,10
22355,2011-01-06,120
22355,2011-01-07,11
22355,2011-01-09,31
22355,2011-01-10,115
22355,2011-01-11,126
22355,2011-01-12,2
22355,2011-01-13,3
22355,2011-01-14,193
22355,2011-01-16,24
22355,2011-01-17,6
22355,2011-01-18,91
22355,2011-01-20,16
22355,2011-01-21,77
22355,2011-01-23,1
22355,2011-01-24,53
22355,2011-01-25,240
22355,2011-01-26,30
22355,2011-01-27,10
22355,2011-01-28,94
22355,2011-01-30,30
22355,2011-01-31,34
22355,2011-02-01,9
22355,2011-02-02,1
22355,2011-02-03,10
22355,2011-02-04,94
22355,2011-02-08,147
22355,2011-02-11,65
22355,2011-02-14,56
22355,2011-02-15,2
22355,2011-02-16,20
22355,2011-02-17,170
22355,2011-02-18,112
22355,2011-02-20,10
22355,2011-02-21,111
22355,2011-02-22,10
22355,2011-02-23,202
22355,2011-02-24,10
22355,2011-02-25,47
22355,2011-02-27,100
22355,2011-02-28,17
22355,2011-03-01,2
22355,2011-03-02,10
22355,2011-03-03,32
22355,2011-03-04,2
22355,2011-03-06,5
22355,2011-03-07,232
22355,2011-03-08,20
22355,2011-03-09,22
22355,2011-03-10,19
22355,2011-03-11,95
22355,2011-03-13,30
22355,2011-03-14,102
22355,2011-03-15,6
22355,2011-03-16,10
22355,2011-03-17,103
22355,2011-03-18,113
22355,2011-03-21,10
22355,2011-03-22,150
22355,2011-03-23,141
22355,2011-03-24,1
22355,2011-03-25,42
22355,2011-03-28,16
22355,2011-03-29,303
22355,2011-03-30,11
22355,2011-03-31,104
22355,2011-04-01,100
22355,2011-04-04,10
22355,2011-04-05,2
22355,2011-04-06,129
22355,2011-04-07,19
22355,2011-04-08,21
22355,2011-04-10,3
22355,2011-04-11,102
22355,2011-04-12,40
22355,2011-04-13,20
22355,2011-04-14,14
22355,2011-04-15,51
22355,2011-04-18,138
22355,2011-04-19,17
22355,2011-04-20,92
22355,2011-04-21,32
22355,2011-04-26,82
22355,2011-04-27,86
22355,2011-04-28,11
22355,2011-05-03,109
22355,2011-05-04,10
22355,2011-05-05,10
22355,2011-05-06,31
22355,2011-05-08,13
22355,2011-05-09,14
22355,2011-05-10,251
22355,2011-05-11,21
22355,2011-05-12,250
22355,2011-05-13,42
22355,2011-05-16,40
22355,2011-05-17,90
22355,2011-05-18,23
22355,2011-05-19,10
22355,2011-05-20,60
22355,2011-05-22,24
22355,2011-05-23,14
22355,2011-05-24,27
22355,2011-05-25,20
22355,2011-05-26,120
22355,2011-05-27,168
22355,2011-05-29,5
22355,2011-05-31,50
22355,2011-06-01,10
22355,2011-06-02,3
22355,2011-06-03,20
22355,2011-06-05,69
22355,2011-06-06,5
22355,2011-06-07,43
22355,2011-06-08,129
22355,2011-06-09,22
22355,2011-06-10,43
22355,2011-06-12,1
22355,2011-06-13,23
22355,2011-06-14,155
22355,2011-06-15,30
22355,2011-06-16,114
22355,2011-06-17,71
22355,2011-06-19,12
22355,2011-06-21,75
22355,2011-06-22,20
22355,2011-06-23,25
22355,2011-06-24,11
22355,2011-06-26,30
22355,2011-06-27,12
22355,2011-06-28,224
22355,2011-06-29,25
22355,2011-06-30,25
22355,2011-07-01,30
22355,2011-07-04,48
22355,2011-07-05,88
22355,2011-07-06,21
22355,2011-07-07,29
22355,2011-07-08,57
22355,2011-07-10,4
22355,2011-07-11,12
22355,2011-07-12,91
22355,2011-07-13,22
22355,2011-07-14,44
22355,2011-07-15,15
22355,2011-07-17,10
22355,2011-07-18,27
22355,2011-07-19,147
22355,2011-07-20,10
22355,2011-07-22,66
22355,2011-07-24,30
22355,2011-07-25,6
22355,2011-07-26,90
22355,2011-07-27,133
22355,2011-07-28,8
22355,2011-07-29,50
22355,2011-08-01,20
22355,2011-08-02,133
22355,2011-08-03,31
22355,2011-08-04,7
22355,2011-08-05,18
22355,2011-08-07,20
22355,2011-08-08,54
22355,2011-08-09,111
22355,2011-08-10,131
22355,2011-08-11,110
22355,2011-08-12,120
22355,2011-08-14,24
22355,2011-08-15,20
22355,2011-08-16,89
22355,2011-08-17,22
22355,2011-08-18,40
22355,2011-08-19,12
22355,2011-08-22,53
22355,2011-08-23,17
22355,2011-08-24,257
22355,2011-08-25,15
22355,2011-08-26,83
22355,2011-08-28,7
22355,2011-08-30,70
22355,2011-08-31,10
22355,2011-09-01,3
22355,2011-09-02,173
22355,2011-09-04,5
22355,2011-09-05,30
22355,2011-09-06,71
22355,2011-09-07,8
22355,2011-09-08,37
22355,2011-09-09,82
22355,2011-09-11,2
22355,2011-09-12,32
22355,2011-09-13,96
22355,2011-09-14,113
22355,2011-09-15,31
22355,2011-09-16,119
22355,2011-09-18,30
22355,2011-09-19,26
22355,2011-09-20,59
22355,2011-09-21,8
22355,2011-09-22,36
22355,2011-09-23,68
22355,2011-09-25,10
22355,2011-09-26,1
22355,2011-09-27,84
22355,2011-09-28,47
22355,2011-09-29,30
22355,2011-09-30,1
22355,2011-10-02,7
22355,2011-10-03,1
22355,2011-10-04,128
22355,2011-10-05,100
22355,2011-10-06,21
22355,2011-10-07,114
22355,2011-10-10,12
22355,2011-10-11,91
22355,2011-10-12,29
22355,2011-10-13,18
22355,2011-10-14,121
22355,2011-10-16,10
22355,2011-10-17,4
22355,2011-10-18,129
22355,2011-10-19,25
22355,2011-10-20,30
22355,2011-10-21,84
22355,2011-10-23,44
22355,2011-10-24,247
22355,2011-10-25,112
22355,2011-10-26,32
22355,2011-10-27,21
22355,2011-10-28,72
22355,2011-10-30,51
22355,2011-10-31,75
22355,2011-11-01,14
22355,2011-11-02,2
22355,2011-11-03,34
22355,2011-11-04,141
22355,2011-11-06,8
22355,2011-11-08,127
22355,2011-11-09,20
22355,2011-11-10,122
22355,2011-11-11,172
22355,2011-11-13,29
22355,2011-11-14,27
22355,2011-11-15,120
22355,2011-11-16,12
22355,2011-11-17,2
22355,2011-11-18,259
22355,2011-11-20,21
22355,2011-11-21,13
22355,2011-11-22,305
22355,2011-11-23,2
22355,2011-11-24,16
22355,2011-11-25,261
22355,2011-11-27,74
22355,2011-11-28,45
22355,2011-11-29,146
22355,2011-11-30,117
22355,2011-12-01,34
22355,2011-12-02,193
22355,2011-12-04,177
22355,2011-12-05,22
22355,2011-12-06,239
22355,2011-12-07,130
22355,2011-12-08,223
22355,2011-12-09,113
22386,2010-12-01,45
22386,2010-12-02,23
22386,2010-12-03,23
22386,2010-12-05,17
22386,2010-12-06,20
22386,2010-12-07,14
22386,2010-12-08,213
22386,2010-12-09,18
22386,2010-12-10,1
22386,2010-12-12,4
22386,2010-12-13,10
22386,2010-12-14,11
22386,2010-12-15,20
22386,2010-12-16,40
22386,2010-12-17,25
22386,2010-12-19,1
22386,2010-12-21,9
22386,2011-01-04,30
22386,2011-01-05,200
22386,2011-01-06,45
22386,2011-01-07,234
22386,2011-01-09,34
22386,2011-01-10,20
22386,2011-01-11,10
22386,2011-01-12,3
22386,2011-01-13,213
22386,2011-01-14,64
22386,2011-01-16,13
22386,2011-01-17,21
22386,2011-01-18,8
22386,2011-01-19,18
22386,2011-01-20,2
22386,2011-01-21,13
22386,2011-01-23,11
22386,2011-01-24,13
22386,2011-01-25,96
22386,2011-01-26,23
22386,2011-01-27,37
22386,2011-01-28,20
22386,2011-01-30,10
22386,2011-01-31,4
22386,2011-02-01,6
22386,2011-02-02,32
22386,2011-02-03,50
22386,2011-02-04,103
22386,2011-02-06,30
22386,2011-02-07,31
22386,2011-02-08,11
22386,2011-02-09,18
22386,2011-02-10,12
22386,2011-02-11,23
22386,2011-02-14,302
22386,2011-02-15,30
22386,2011-02-16,11
22386,2011-02-17,22
22386,2011-02-18,33
22386,2011-02-20,11
22386,2011-02-22,200
22386,2011-02-23,17
22386,2011-02-24,40
22386,2011-02-25,3
22386,2011-02-28,62
22386,2011-03-01,83
22386,2011-03-02,4
22386,2011-03-03,14
22386,2011-03-04,11
22386,2011-03-07,160
22386,2011-03-08,83
22386,2011-03-09,22
22386,2011-03-10,106
22386,2011-03-11,3
22386,2011-03-14,20
22386,2011-03-15,45
22386,2011-03-16,110
22386,2011-03-17,832
22386,2011-03-18,36
22386,2011-03-20,40
22386,2011-03-21,140
22386,2011-03-22,36
22386,2011-03-23,125
22386,2011-03-24,14
22386,2011-03-25,271
22386,2011-03-28,113
22386,2011-03-29,305
22386,2011-03-30,12
22386,2011-03-31,224
22386,2011-04-01,17
22386,2011-04-03,4
22386,2011-04-04,30
22386,2011-04-05,30
22386,2011-04-06,1
22386,2011-04-07,24
22386,2011-04-08,30
22386,2011-04-10,10
22386,2011-04-11,5
22386,2011-04-13,10
22386,2011-04-14,58
22386,2011-04-15,46
22386,2011-04-18,28
22386,2011-04-19,25
22386,2011-04-20,70
22386,2011-04-21,32
22386,2011-04-26,25
22386,2011-04-27,122
22386,2011-04-28,25
22386,2011-05-01,110
22386,2011-05-03,24
22386,2011-05-04,3
22386,2011-05-05,9
22386,2011-05-06,73
22386,2011-05-08,45
22386,2011-05-09,73
22386,2011-05-10,141
22386,2011-05-11,136
22386,2011-05-12,20
22386,2011-05-13,21
22386,2011-05-15,10
22386,2011-05-16,22
22386,2011-05-17,24
22386,2011-05-18,10
22386,2011-05-19,51
22386,2011-05-20,50
22386,2011-05-22,22
22386,2011-05-23,29
22386,2011-05-24,25
22386,2011-05-25,57
22386,2011-05-26,304
22386,2011-05-27,135
22386,2011-05-29,10
22386,2011-05-31,25
22386,2011-06-01,23
22386,2011-06-02,326
22386,2011-06-03,10
22386,2011-06-05,26
22386,2011-06-06,122
22386,2011-06-07,43
22386,2011-06-08,93
22386,2011-06-09,50
22386,2011-06-10,119
22386,2011-06-12,51
22386,2011-06-13,67
22386,2011-06-14,20
22386,2011-06-15,36
22386,2011-06-16,117
22386,2011-06-19,3
22386,2011-06-20,367
22386,2011-06-21,125
22386,2011-06-22,33
22386,2011-06-23,26
22386,2011-06-24,50
22386,2011-06-26,10
22386,2011-06-27,120
22386,2011-06-28,116
22386,2011-06-29,40
22386,2011-06-30,130
22386,2011-07-01,46
22386,2011-07-03,4
22386,2011-07-04,9
22386,2011-07-05,51
22386,2011-07-06,13
22386,2011-07-07,212
22386,2011-07-08,169
22386,2011-07-11,10
22386,2011-07-12,115
22386,2011-07-13,51
22386,2011-07-14,11
22386,2011-07-15,13
22386,2011-07-17,115
22386,2011-07-18,41
22386,2011-07-19,140
22386,2011-07-20,25
22386,2011-07-21,44
22386,2011-07-22,25
22386,2011-07-24,32
22386,2011-07-25,75
22386,2011-07-26,12
22386,2011-07-27,137
22386,2011-07-28,126
22386,2011-07-29,31
22386,2011-07-31,22
22386,2011-08-01,34
22386,2011-08-02,22
22386,2011-08-03,21
22386,2011-08-04,135
22386,2011-08-05,160
22386,2011-08-07,10
22386,2011-08-08,18
22386,2011-08-09,76
22386,2011-08-10,160
22386,2011-08-11,246
22386,2011-08-12,12
22386,2011-08-14,39
22386,2011-08-15,22
22386,2011-08-16,25
22386,2011-08-17,135
22386,2011-08-18,171
22386,2011-08-19,30
22386,2011-08-21,203
22386,2011-08-22,86
22386,2011-08-23,60
22386,2011-08-24,429
22386,2011-08-25,8
22386,2011-08-26,20
22386,2011-08-28,16
22386,2011-08-30,15
22386,2011-08-31,128
22386,2011-09-01,34
22386,2011-09-02,48
22386,2011-09-04,23
22386,2011-09-05,143
22386,2011-09-06,111
22386,2011-09-07,185
22386,2011-09-08,74
22386,2011-09-09,27
22386,2011-09-11,117
22386,2011-09-12,2
22386,2011-09-13,337
22386,2011-09-14,30
22386,2011-09-15,50
22386,2011-09-16,50
22386,2011-09-18,9
22386,2011-09-19,136
22386,2011-09-20,235
22386,2011-09-21,29
22386,2011-09-22,157
22386,2011-09-23,222
22386,2011-09-25,30
22386,2011-09-26,40
22386,2011-09-27,109
22386,2011-09-28,233
22386,2011-09-29,252
22386,2011-09-30,28
22386,2011-10-02,3
22386,2011-10-03,2
22386,2011-10-04,64
22386,2011-10-05,212
22386,2011-10-06,942
22386,2011-10-07,409
22386,2011-10-09,20
22386,2011-10-10,123
22386,2011-10-11,232
22386,2011-10-12,21
22386,2011-10-13,36
22386,2011-10-14,25
22386,2011-10-17,263
22386,2011-10-18,47
22386,2011-10-19,20
22386,2011-10-20,4
22386,2011-10-24,239
22386,2011-10-25,41
22386,2011-10-26,49
22386,2011-10-28,411
22386,2011-10-30,3
22386,2011-10-31,40
22386,2011-11-01,43
22386,2011-11-02,111
22386,2011-11-03,20
22386,2011-11-04,17
22386,2011-11-06,82
22386,2011-11-07,35
22386,2011-11-08,71
22386,2011-11-09,254
22386,2011-11-10,18
22386,2011-11-11,114
22386,2011-11-13,24
22386,2011-11-14,321
22386,2011-11-15,22
22386,2011-11-16,76
22386,2011-11-17,32
22386,2011-11-18,31
22386,2011-11-20,40
22386,2011-11-21,25
22386,2011-11-22,2
22386,2011-11-23,29
22386,2011-11-24,33
22386,2011-11-25,142
22386,2011-11-27,22
22386,2011-11-28,11
22386,2011-11-29,33
22386,2011-11-30,35
22386,2011-12-01,11
22386,2011-12-02,341
22386,2011-12-04,5
22386,2011-12-05,28
22386,2011-12-06,23
22386,2011-12-07,33
22386,2011-12-08,7
22386,2011-12-09,11
22469,2010-12-01,111
22469,2010-12-02,92
22469,2010-12-03,55
22469,2010-12-05,64
22469,2010-12-06,87
22469,2010-12-07,542
22469,2010-12-08,59
22469,2010-12-09,95
22469,2010-12-10,43
22469,2010-12-12,43
22469,2010-12-13,156
22469,2010-12-14,31
22469,2010-12-15,117
22469,2010-12-16,52
22469,2010-12-17,48
22469,2010-12-20,96
22469,2010-12-21,41
22469,2010-12-22,24
22469,2010-12-23,43
22469,2011-01-04,74
22469,2011-01-05,151
22469,2011-01-06,62
22469,2011-01-07,52
22469,2011-01-09,27
22469,2011-01-10,49
22469,2011-01-11,1405
22469,2011-01-12,19
22469,2011-01-13,46
22469,2011-01-14,18
22469,2011-01-16,37
22469,2011-01-17,197
22469,2011-01-18,42
22469,2011-01-19,54
22469,2011-01-20,19
22469,2011-01-21,62
22469,2011-01-23,31
22469,2011-01-24,130
22469,2011-01-25,148
22469,2011-01-26,183
22469,2011-01-27,28
22469,2011-01-28,21
22469,2011-01-30,45
22469,2011-01-31,20
22469,2011-02-01,87
22469,2011-02-02,86
22469,2011-02-03,117
22469,2011-02-04,55
22469,2011-02-06,3
22469,2011-02-07,13
22469,2011-02-08,62
22469,2011-02-09,27
22469,2011-02-10,43
22469,2011-02-11,47
22469,2011-02-13,14
22469,2011-02-14,28
22469,2011-02-15,38
22469,2011-02-16,120
22469,2011-02-17,42
22469,2011-02-18,1
22469,2011-02-20,10
22469,2011-02-21,15
22469,2011-02-22,21
22469,2011-02-23,105
22469,2011-02-24,124
22469,2011-02-25,86
22469,2011-02-27,103
22469,2011-02-28,48
22469,2011-03-01,65
22469,2011-03-02,36
22469,2011-03-03,45
22469,2011-03-04,16
22469,2011-03-06,10
22469,2011-03-07,40
22469,2011-03-08,29
22469,2011-03-09,606
22469,2011-03-10,32
22469,2011-03-11,1
22469,2011-03-15,1
22469,2011-03-17,4
22469,2011-03-20,3
22469,2011-03-29,66
22469,2011-03-30,1
22469,2011-03-31,1
22469,2011-04-04,5
22469,2011-04-05,2
22469,2011-04-08,5
22469,2011-04-18,30
22469,2011-04-21,8
22469,2011-05-17,350
22469,2011-05-18,29
22469,2011-05-19,208
22469,2011-05-20,95
22469,2011-05-22,101
22469,2011-05-23,89
22469,2011-05-24,148
22469,2011-05-25,123
22469,2011-05-26,801
22469,2011-05-27,24
22469,2011-05-29,20
22469,2011-05-31,45
22469,2011-06-01,78
22469,2011-06-02,106
22469,2011-06-03,94
22469,2011-06-05,98
22469,2011-06-06,99
22469,2011-06-07,64
22469,2011-06-08,118
22469,2011-06-09,47
22469,2011-06-10,3
22469,2011-06-12,35
22469,2011-06-13,36
22469,2011-06-14,74
22469,2011-06-15,57
22469,2011-06-16,68
22469,2011-06-19,26
22469,2011-06-20,43
22469,2011-06-22,43
